"Table 379-0030 Gross domestic product (GDP) at basic prices, by North American Industry Classification System (NAICS), provinces and territories, annual (dollars x 1,000,000)(1,2,60,63,64)",,,,,,,
Survey or program details:,,,,,,,
Gross Domestic Product by Industry - Provincial and Territorial (Annual) - 1303,,,,,,,
Geography,Value,North American Industry Classification System (NAICS),2013,2014,2015,2016,2017
British Columbia (66),Chained (2007) dollars,"Local, municipal, regional and aboriginal public administration [91A]  (59)",4509.7,4437.8,4559.2,4721.2,4913.3
Yukon,Chained (2007) dollars,"Information and communication technology, manufacturing [T014]  (10)",0,0,0,0,0
Yukon,Chained (2007) dollars,"Information and communication technology, services [T015]  (11)",62.4,64,64.4,65.5,65.9
Yukon,Chained (2007) dollars,Crop and animal production [11A]  (13),2.2,1.9,1.9,1.9,2
Yukon,Chained (2007) dollars,Forestry and logging [113],0.8,0.8,0.8,0.8,0.8
Yukon,Chained (2007) dollars,"Fishing, hunting and trapping [114]",0.1,0.2,0.2,0.2,0.2
Yukon,Chained (2007) dollars,Support activities for agriculture and forestry [115],0.7,0.4,0.8,1.3,1.2
Yukon,Chained (2007) dollars,Oil and gas extraction [211],6.9,3.5,0.1,0,0
Yukon,Chained (2007) dollars,Mining and quarrying (except oil and gas) [212],500.3,473.8,266.6,455.2,282.5
Yukon,Chained (2007) dollars,Support activities for mining and oil and gas extraction [213],51.1,51,22.3,24.3,17.9
Yukon,Chained (2007) dollars,"Electric power generation, transmission and distribution [2211]",36.3,35.8,37.8,39.7,40.5
Yukon,Chained (2007) dollars,"Natural gas distribution, water, sewage and other systems [221A]  (19)",2.7,2.7,2.7,2.8,2.8
Yukon,Chained (2007) dollars,Residential building construction [23A]  (20),48.6,47.4,50.7,54.1,55.2
Yukon,Chained (2007) dollars,Non-residential building construction [23B]  (20),29.8,40.5,33.2,45,57.6
Yukon,Chained (2007) dollars,Engineering construction [23C]  (20),61,63.2,40.7,39.5,97
Yukon,Chained (2007) dollars,Repair construction [23D]  (20),21.1,23.5,16.1,16.3,17.2
Yukon,Chained (2007) dollars,Other activities of the construction industry [23E]  (20),6.3,6.6,5.6,6.2,10
Yukon,Chained (2007) dollars,Food manufacturing [311],0.8,0.8,0.7,0.7,0.5
Yukon,Chained (2007) dollars,Beverage and tobacco product manufacturing [312],2.2,2.2,2.4,2.4,2.9
Yukon,Chained (2007) dollars,Textile and textile product mills [31A]  (23),0.2,0.2,0.1,0.2,0.3
Yukon,Chained (2007) dollars,Clothing and leather and allied product manufacturing [31B]  (24),0.1,0.1,0.1,0.1,0.1
Yukon,Chained (2007) dollars,Wood product manufacturing [321],0.6,1.1,1.4,1.4,1.3
Yukon,Chained (2007) dollars,Paper manufacturing [322],0,0,0,0,0
Yukon,Chained (2007) dollars,Printing and related support activities [323],1.3,1.5,1.4,1.5,1.4
Yukon,Chained (2007) dollars,Petroleum and coal product manufacturing [324],0,0,0,0,0
Yukon,Chained (2007) dollars,Chemical manufacturing [325],0.7,0.8,0.8,0.7,0.8
Yukon,Chained (2007) dollars,Plastics and rubber products manufacturing [326],2.8,2.5,2.9,3.7,4.5
Yukon,Chained (2007) dollars,Non-metallic mineral product manufacturing [327],1.6,2.1,2,2,2.8
Yukon,Chained (2007) dollars,Primary metal manufacturing [331],0,0,0,0,0
Yukon,Chained (2007) dollars,Fabricated metal product manufacturing [332],3.2,1.8,1.8,3.1,2.8
Yukon,Chained (2007) dollars,Machinery manufacturing [333],0,0,0,0,0
Yukon,Chained (2007) dollars,Computer and electronic product manufacturing [334],0.8,0.3,0.2,0.1,0.1
Yukon,Chained (2007) dollars,"Electrical equipment, appliance and component manufacturing [335]",0,0,0,0,0
Yukon,Chained (2007) dollars,Transportation equipment manufacturing [336],0,0,0,0,0
Yukon,Chained (2007) dollars,Furniture and related product manufacturing [337],1.3,1.3,1.3,1.3,0.8
Yukon,Chained (2007) dollars,Miscellaneous manufacturing [339],0.4,0.4,0.4,0.5,0.5
Yukon,Chained (2007) dollars,Farm product wholesaler-distributors [411],0,0,0,0,0
Yukon,Chained (2007) dollars,Petroleum product wholesaler-distributors [412],9.1,6.8,5.8,6.2,7.1
Yukon,Chained (2007) dollars,"Food, beverage and tobacco wholesaler-distributors [413]",2.8,2.7,2.6,3,2.6
Yukon,Chained (2007) dollars,Personal and household goods wholesaler-distributors [414],0.2,0.1,0.1,0.1,0.1
Yukon,Chained (2007) dollars,Motor vehicle and parts wholesaler-distributors [415],2.7,2.6,2.4,1.9,2.3
Yukon,Chained (2007) dollars,Building material and supplies wholesaler-distributors [416],4.7,3.8,3.9,3.8,4
Yukon,Chained (2007) dollars,"Machinery, equipment and supplies wholesaler-distributors [417]",12.9,10.8,10.3,13.5,12.5
Yukon,Chained (2007) dollars,Miscellaneous wholesaler-distributors [418],1.6,1,1.3,1.8,1.5
Yukon,Chained (2007) dollars,"Wholesale electronic markets, and agents and brokers [419]",0.2,0.2,0.2,0.2,0.2
Yukon,Chained (2007) dollars,Motor vehicle and parts dealers [441],26.5,26.4,28.5,31,32.7
Yukon,Chained (2007) dollars,Furniture and home furnishings stores [442],2.3,2.5,2.3,2.6,2.7
Yukon,Chained (2007) dollars,Electronics and appliance stores [443],2.9,3.1,3.4,3.3,2.3
Yukon,Chained (2007) dollars,Building material and garden equipment and supplies dealers [444],11.8,10.9,11.7,11.2,12.3
Yukon,Chained (2007) dollars,Food and beverage stores [445],25,25.1,25.3,26,27.1
Yukon,Chained (2007) dollars,Health and personal care stores [446],7,7.9,9.2,9,9
Yukon,Chained (2007) dollars,Gasoline stations [447],10.5,11.3,12.9,14.1,14.3
Yukon,Chained (2007) dollars,Clothing and clothing accessories stores [448],3.6,3.5,3.6,3.7,3.9
Yukon,Chained (2007) dollars,"Sporting goods, hobby, book and music stores [451]",2.6,3.7,3,3.1,3.7
Yukon,Chained (2007) dollars,General merchandise stores [452],12.4,12.2,12.4,12.3,12.6
Yukon,Chained (2007) dollars,Miscellaneous store retailers [453],5.9,5.9,6.2,7.3,7
Yukon,Chained (2007) dollars,Non-store retailers [454],6.9,5.4,4.3,5.4,8
Yukon,Chained (2007) dollars,Air transportation [481],25.4,28.1,28.6,31.7,34.9
Yukon,Chained (2007) dollars,Rail transportation [482],0,0,0,0,0
Yukon,Chained (2007) dollars,Water transportation [483],0,0,0,0,0
Yukon,Chained (2007) dollars,Truck transportation [484],10.2,10.9,8.1,10.7,12.2
Yukon,Chained (2007) dollars,"Transit, ground passenger and scenic and sightseeing transportation [48Z]  (31)",8.6,8.3,8.3,8.1,8.4
Yukon,Chained (2007) dollars,Support activities for transportation [488],13.8,12.6,11.2,12.9,13.7
Yukon,Chained (2007) dollars,Pipeline transportation [486],0,0,0,0,0
Yukon,Chained (2007) dollars,"Postal service, couriers and messengers [49A]  (34)",6.6,6.2,5.9,5.9,6
Yukon,Chained (2007) dollars,Warehousing and storage [493],0.3,0.4,0.4,0.4,0.4
Yukon,Chained (2007) dollars,Publishing industries (except internet) [511],6,3.3,2.9,2.8,2.9
Yukon,Chained (2007) dollars,Motion picture and sound recording industries [512],0.6,0.7,0.7,0.7,0.7
Yukon,Chained (2007) dollars,Broadcasting (except internet) [515],4.4,4.2,3.6,3.6,3.4
Yukon,Chained (2007) dollars,Telecommunications [517],52.1,54.6,54.9,55.5,55.6
Yukon,Chained (2007) dollars,"Data processing, hosting, and related services [518]",0.1,0.1,0.1,0.1,0.1
Yukon,Chained (2007) dollars,Other information services [519],3.4,3.9,4.1,4.6,4.5
Yukon,Chained (2007) dollars,Depository credit intermediation and monetary authorities [52B]  (37),37.3,37.4,37.8,39.2,39.3
Yukon,Chained (2007) dollars,Non-depository credit intermediation [5222],3.2,3.4,3.4,3.5,3.3
Yukon,Chained (2007) dollars,Activities related to credit intermediation [5223],1.8,1.7,1.8,1.6,1.3
Yukon,Chained (2007) dollars,Insurance carriers and related activities [524],14,13.9,14.3,15.2,15.8
Yukon,Chained (2007) dollars,"Financial investment services, funds and other financial vehicles [52A]  (39)",18.9,19,20.2,22.2,23.9
Yukon,Chained (2007) dollars,Real estate [531],287.1,294.9,300.8,308.8,317.1
Yukon,Chained (2007) dollars,Rental and leasing services [532],10.1,9.4,9.7,10.1,10.6
Yukon,Chained (2007) dollars,Lessors of non-financial intangible assets (except copyrighted works) [533],0,0,0,0,0
Yukon,Chained (2007) dollars,"Legal, accounting and related services [541A]  (44)",21,19.4,18.8,18.6,18.5
Yukon,Chained (2007) dollars,"Architectural, engineering and related services [5413]",19.1,24.6,18.4,17.1,17.4
Yukon,Chained (2007) dollars,"Other professional, scientific and technical services including scientific research and development [541B]  (45)",20.3,21.4,24.6,23.6,21.8
Yukon,Chained (2007) dollars,Computer systems design and related services [5415],3,2.3,2.4,2.6,2.8
Yukon,Chained (2007) dollars,"Advertising, public relations, and related services [5418]",0.6,0.7,0.8,0.6,0.6
Yukon,Chained (2007) dollars,Administrative and support services [561],21,21.1,21.2,21.7,22.5
Yukon,Chained (2007) dollars,Waste management and remediation services [562],7.3,7.5,7.9,7.2,7.5
Yukon,Chained (2007) dollars,Universities [6113],0,0,0,0,0
Yukon,Chained (2007) dollars,Educational services (except universities) [611B]  (47),119.7,122.1,124.4,126,126.5
Yukon,Chained (2007) dollars,Health care [62X]  (49),131,134.8,138.7,142.8,147.6
Yukon,Chained (2007) dollars,Social assistance [624],39.2,38.9,40.2,42.4,44.5
Yukon,Chained (2007) dollars,"Performing arts, spectator sports and related industries, and heritage institutions [71A]  (51)",4.6,4.8,4.9,4.9,5
Yukon,Chained (2007) dollars,"Amusement, gambling and recreation industries [713]",3.6,3.5,4.2,4.5,4.7
Yukon,Chained (2007) dollars,Accommodation services [721],42.6,41.1,39.4,39.8,40.4
Yukon,Chained (2007) dollars,Food services and drinking places [722],27.7,26.7,27.2,28,29.1
Yukon,Chained (2007) dollars,Repair and maintenance [811],9.8,9.8,10.7,9.4,9.5
Yukon,Chained (2007) dollars,Personal services and private households [81A]  (55),5,5.4,5.5,5.6,5.8
Yukon,Chained (2007) dollars,"Religious, grant-making, civic, and professional and similar organizations [813]",16,15.3,15,15.6,15.3
Yukon,Chained (2007) dollars,Federal government public administration [911],65,66.3,65.8,65.1,64.5
Yukon,Chained (2007) dollars,Provincial and territorial public administration [912],299.7,299.4,298.4,303,305.3
Yukon,Chained (2007) dollars,"Local, municipal, regional and aboriginal public administration [91A]  (59)",120.4,122.9,127.7,127.6,128.8
Northwest Territories,Chained (2007) dollars,"Information and communication technology, manufacturing [T014]  (10)",0,0,0,0.3,0.2
Northwest Territories,Chained (2007) dollars,"Information and communication technology, services [T015]  (11)",73.5,69.6,69.5,69.6,68.5
Northwest Territories,Chained (2007) dollars,Crop and animal production [11A]  (13),1.6,1.7,1.7,1.7,1.8
Northwest Territories,Chained (2007) dollars,Forestry and logging [113],0.1,0.1,0,0,0
Northwest Territories,Chained (2007) dollars,"Fishing, hunting and trapping [114]",0.4,0.3,0.4,0.4,0.3
Northwest Territories,Chained (2007) dollars,Support activities for agriculture and forestry [115],21.2,21.7,18.5,18.8,18.9
Northwest Territories,Chained (2007) dollars,Oil and gas extraction [211],325.3,297,280.2,255.5,18.4
Northwest Territories,Chained (2007) dollars,Mining and quarrying (except oil and gas) [212],507.8,649.1,635.3,646.7,1087.7
Northwest Territories,Chained (2007) dollars,Support activities for mining and oil and gas extraction [213],59.7,55.7,40.6,33,38.3
Northwest Territories,Chained (2007) dollars,"Electric power generation, transmission and distribution [2211]",39.6,39.9,38.3,39.8,40.6
Northwest Territories,Chained (2007) dollars,"Natural gas distribution, water, sewage and other systems [221A]  (19)",9.1,8.4,8.4,8.5,7.6
Northwest Territories,Chained (2007) dollars,Residential building construction [23A]  (20),19.6,19.7,21.6,24.1,17.5
Northwest Territories,Chained (2007) dollars,Non-residential building construction [23B]  (20),47,38.2,34.7,105.1,132.3
Northwest Territories,Chained (2007) dollars,Engineering construction [23C]  (20),159.4,172.5,211.2,130.5,78.7
Northwest Territories,Chained (2007) dollars,Repair construction [23D]  (20),34.2,45,70.9,70.7,73.1
Northwest Territories,Chained (2007) dollars,Other activities of the construction industry [23E]  (20),39.7,40.6,48.7,43.9,35.1
Northwest Territories,Chained (2007) dollars,Food manufacturing [311],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Beverage and tobacco product manufacturing [312],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Textile and textile product mills [31A]  (23),0.1,0.1,0.2,0.2,0.2
Northwest Territories,Chained (2007) dollars,Clothing and leather and allied product manufacturing [31B]  (24),0.1,0.1,0.1,0.1,0.1
Northwest Territories,Chained (2007) dollars,Wood product manufacturing [321],0.2,0.2,0.3,0.3,0.3
Northwest Territories,Chained (2007) dollars,Paper manufacturing [322],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Printing and related support activities [323],1.9,2,1.9,1.8,2.5
Northwest Territories,Chained (2007) dollars,Petroleum and coal product manufacturing [324],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Chemical manufacturing [325],6.1,6.6,6.4,5.9,6.4
Northwest Territories,Chained (2007) dollars,Plastics and rubber products manufacturing [326],0.3,0.2,0.2,0.2,0.2
Northwest Territories,Chained (2007) dollars,Non-metallic mineral product manufacturing [327],0.3,0.3,1.6,0.6,0.4
Northwest Territories,Chained (2007) dollars,Primary metal manufacturing [331],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Fabricated metal product manufacturing [332],0,0,0.1,0.1,0.1
Northwest Territories,Chained (2007) dollars,Machinery manufacturing [333],0.4,0,0,0.1,0
Northwest Territories,Chained (2007) dollars,Computer and electronic product manufacturing [334],0,0,0,0.3,0.2
Northwest Territories,Chained (2007) dollars,"Electrical equipment, appliance and component manufacturing [335]",0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Transportation equipment manufacturing [336],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Furniture and related product manufacturing [337],0.6,0.7,0.9,0.8,0.8
Northwest Territories,Chained (2007) dollars,Miscellaneous manufacturing [339],0.3,0.4,0.4,0.5,0.5
Northwest Territories,Chained (2007) dollars,Farm product wholesaler-distributors [411],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Petroleum product wholesaler-distributors [412],6.1,2.4,0.7,0.9,1.1
Northwest Territories,Chained (2007) dollars,"Food, beverage and tobacco wholesaler-distributors [413]",6,4.8,4.9,4.8,5.1
Northwest Territories,Chained (2007) dollars,Personal and household goods wholesaler-distributors [414],68.1,75.9,68.5,62.1,68.2
Northwest Territories,Chained (2007) dollars,Motor vehicle and parts wholesaler-distributors [415],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Building material and supplies wholesaler-distributors [416],7.2,7.7,7.1,7.5,7.4
Northwest Territories,Chained (2007) dollars,"Machinery, equipment and supplies wholesaler-distributors [417]",38.6,34.6,32,32.4,25.5
Northwest Territories,Chained (2007) dollars,Miscellaneous wholesaler-distributors [418],6.3,4.2,4.4,3.5,3.7
Northwest Territories,Chained (2007) dollars,"Wholesale electronic markets, and agents and brokers [419]",0.2,0.2,0.2,0.2,0.2
Northwest Territories,Chained (2007) dollars,Motor vehicle and parts dealers [441],55.5,61.1,70.3,63.4,68.7
Northwest Territories,Chained (2007) dollars,Furniture and home furnishings stores [442],3.4,3.3,3.3,3,2.8
Northwest Territories,Chained (2007) dollars,Electronics and appliance stores [443],4.4,3.9,4.2,4,4.1
Northwest Territories,Chained (2007) dollars,Building material and garden equipment and supplies dealers [444],13.8,11.9,12.5,11.5,10.7
Northwest Territories,Chained (2007) dollars,Food and beverage stores [445],52.4,54.8,53.1,51.7,52.1
Northwest Territories,Chained (2007) dollars,Health and personal care stores [446],6.4,6.3,6.8,7,7.3
Northwest Territories,Chained (2007) dollars,Gasoline stations [447],9.9,10,10.5,9.8,10.2
Northwest Territories,Chained (2007) dollars,Clothing and clothing accessories stores [448],3.9,4.3,4.1,4.2,4.2
Northwest Territories,Chained (2007) dollars,"Sporting goods, hobby, book and music stores [451]",1.8,1.8,1.9,1.9,2
Northwest Territories,Chained (2007) dollars,General merchandise stores [452],23.7,22.2,22.9,20.5,21.3
Northwest Territories,Chained (2007) dollars,Miscellaneous store retailers [453],6.1,7.6,7.2,8,9
Northwest Territories,Chained (2007) dollars,Non-store retailers [454],17.8,14,18.8,18.9,21
Northwest Territories,Chained (2007) dollars,Air transportation [481],124.3,135.8,152.1,188.1,209.4
Northwest Territories,Chained (2007) dollars,Rail transportation [482],0.2,0.2,0.2,0.2,0.2
Northwest Territories,Chained (2007) dollars,Water transportation [483],25.1,26.3,31,28.4,29.5
Northwest Territories,Chained (2007) dollars,Truck transportation [484],51.9,41.3,46.5,44.7,47.9
Northwest Territories,Chained (2007) dollars,"Transit, ground passenger and scenic and sightseeing transportation [48Z]  (31)",6.1,6.1,5.8,5.7,5.7
Northwest Territories,Chained (2007) dollars,Support activities for transportation [488],17.7,19.8,21.6,25.2,26.6
Northwest Territories,Chained (2007) dollars,Pipeline transportation [486],23.3,32.8,30.3,29.1,2.9
Northwest Territories,Chained (2007) dollars,"Postal service, couriers and messengers [49A]  (34)",9.8,8.5,8.2,7.6,7.8
Northwest Territories,Chained (2007) dollars,Warehousing and storage [493],4.7,4.4,4.7,5.2,5.2
Northwest Territories,Chained (2007) dollars,Publishing industries (except internet) [511],6,5.6,4.9,4.3,3.9
Northwest Territories,Chained (2007) dollars,Motion picture and sound recording industries [512],0.6,1.8,1.8,1.8,1.9
Northwest Territories,Chained (2007) dollars,Broadcasting (except internet) [515],12.5,9.1,9,10.1,9.2
Northwest Territories,Chained (2007) dollars,Telecommunications [517],67.5,64,64,63.9,63.4
Northwest Territories,Chained (2007) dollars,"Data processing, hosting, and related services [518]",0,0.2,0.2,0.2,0.2
Northwest Territories,Chained (2007) dollars,Other information services [519],3,3.3,3.3,3.4,3.3
Northwest Territories,Chained (2007) dollars,Depository credit intermediation and monetary authorities [52B]  (37),56.4,56.5,59.2,64,63.3
Northwest Territories,Chained (2007) dollars,Non-depository credit intermediation [5222],2.9,3.2,3.6,4.1,4
Northwest Territories,Chained (2007) dollars,Activities related to credit intermediation [5223],1.6,1.5,1.6,1.5,1.4
Northwest Territories,Chained (2007) dollars,Insurance carriers and related activities [524],31.9,31.9,32.5,33.6,36.1
Northwest Territories,Chained (2007) dollars,"Financial investment services, funds and other financial vehicles [52A]  (39)",11.8,11.9,12.5,12.3,11.8
Northwest Territories,Chained (2007) dollars,Real estate [531],287.4,292.4,299.7,312.9,319.6
Northwest Territories,Chained (2007) dollars,Rental and leasing services [532],8.4,5.2,5.3,5.5,5.6
Northwest Territories,Chained (2007) dollars,Lessors of non-financial intangible assets (except copyrighted works) [533],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,"Legal, accounting and related services [541A]  (44)",19.4,19,18.3,19,19.6
Northwest Territories,Chained (2007) dollars,"Architectural, engineering and related services [5413]",28.5,33.3,22.4,19.7,22.2
Northwest Territories,Chained (2007) dollars,"Other professional, scientific and technical services including scientific research and development [541B]  (45)",38.2,38.3,42.2,42.1,38.9
Northwest Territories,Chained (2007) dollars,Computer systems design and related services [5415],0.7,0.7,0.7,0.8,0.7
Northwest Territories,Chained (2007) dollars,"Advertising, public relations, and related services [5418]",2.3,2.4,2.3,2.2,2.2
Northwest Territories,Chained (2007) dollars,Administrative and support services [561],50.8,47,46.5,47.5,48.5
Northwest Territories,Chained (2007) dollars,Waste management and remediation services [562],22,21.5,20.5,19.8,18.8
Northwest Territories,Chained (2007) dollars,Universities [6113],0,0,0,0,0
Northwest Territories,Chained (2007) dollars,Educational services (except universities) [611B]  (47),168.8,169,169.6,170,171.7
Northwest Territories,Chained (2007) dollars,Health care [62X]  (49),204.4,214.4,216.7,224.3,227.6
Northwest Territories,Chained (2007) dollars,Social assistance [624],21.9,21.3,22.1,23.3,23.7
Northwest Territories,Chained (2007) dollars,"Performing arts, spectator sports and related industries, and heritage institutions [71A]  (51)",4.4,4.8,4.8,4.8,4.8
Northwest Territories,Chained (2007) dollars,"Amusement, gambling and recreation industries [713]",6.8,3.3,3.3,2,1.9
Northwest Territories,Chained (2007) dollars,Accommodation services [721],67.1,58.8,52.2,52.1,54.4
Northwest Territories,Chained (2007) dollars,Food services and drinking places [722],24.2,23.8,23.9,23.4,24.4
Northwest Territories,Chained (2007) dollars,Repair and maintenance [811],11.3,12.2,11.3,11.2,10.9
Northwest Territories,Chained (2007) dollars,Personal services and private households [81A]  (55),6.3,6.6,6.6,6.7,6.7
Northwest Territories,Chained (2007) dollars,"Religious, grant-making, civic, and professional and similar organizations [813]",27.3,29.7,28,28.9,28.1
Northwest Territories,Chained (2007) dollars,Federal government public administration [911],137.4,128.7,130.6,132.1,132.1
Northwest Territories,Chained (2007) dollars,Provincial and territorial public administration [912],310.8,321.5,320.8,332.5,330.6
Northwest Territories,Chained (2007) dollars,"Local, municipal, regional and aboriginal public administration [91A]  (59)",114.9,117.5,122.8,127.8,133.3
Nunavut,Chained (2007) dollars,"Information and communication technology, manufacturing [T014]  (10)",0,0,0,0,0
Nunavut,Chained (2007) dollars,"Information and communication technology, services [T015]  (11)",48.6,49.1,49,48.2,49
Nunavut,Chained (2007) dollars,Crop and animal production [11A]  (13),0,0,0,0,0
Nunavut,Chained (2007) dollars,Forestry and logging [113],0,0,0,0,0
Nunavut,Chained (2007) dollars,"Fishing, hunting and trapping [114]",5.1,3,3,3,3
Nunavut,Chained (2007) dollars,Support activities for agriculture and forestry [115],0,0,0,0,0
Nunavut,Chained (2007) dollars,Oil and gas extraction [211],0,0,0,0,0
Nunavut,Chained (2007) dollars,Mining and quarrying (except oil and gas) [212],347.1,375.6,356,349,457.5
Nunavut,Chained (2007) dollars,Support activities for mining and oil and gas extraction [213],57.5,56.9,51.4,44.7,53.9
Nunavut,Chained (2007) dollars,"Electric power generation, transmission and distribution [2211]",36.5,38.4,40,40,39.6
Nunavut,Chained (2007) dollars,"Natural gas distribution, water, sewage and other systems [221A]  (19)",11.6,11.9,12,12.2,12.5
Nunavut,Chained (2007) dollars,Residential building construction [23A]  (20),24.8,29.5,15.3,12.9,15.2
Nunavut,Chained (2007) dollars,Non-residential building construction [23B]  (20),41.2,48.4,48.1,26.1,26
Nunavut,Chained (2007) dollars,Engineering construction [23C]  (20),169.3,126,118.7,152.8,249.7
Nunavut,Chained (2007) dollars,Repair construction [23D]  (20),16.3,12.8,15.3,16.1,17.6
Nunavut,Chained (2007) dollars,Other activities of the construction industry [23E]  (20),2,2.1,1.9,1.9,2.8
Nunavut,Chained (2007) dollars,Food manufacturing [311],2.1,2.1,1.5,2.2,2.9
Nunavut,Chained (2007) dollars,Beverage and tobacco product manufacturing [312],0,0,0,0,0
Nunavut,Chained (2007) dollars,Textile and textile product mills [31A]  (23),0.1,0.1,0.1,0.1,0.1
Nunavut,Chained (2007) dollars,Clothing and leather and allied product manufacturing [31B]  (24),0.3,0.3,0.1,0,0
Nunavut,Chained (2007) dollars,Wood product manufacturing [321],0,0,0,0,0
Nunavut,Chained (2007) dollars,Paper manufacturing [322],0,0,0,0,0
Nunavut,Chained (2007) dollars,Printing and related support activities [323],0.1,0.1,0.1,0,0
Nunavut,Chained (2007) dollars,Petroleum and coal product manufacturing [324],0,0,0,0,0
Nunavut,Chained (2007) dollars,Chemical manufacturing [325],5.8,5.7,5.9,5.2,4.8
Nunavut,Chained (2007) dollars,Plastics and rubber products manufacturing [326],0,0,0,0,0
Nunavut,Chained (2007) dollars,Non-metallic mineral product manufacturing [327],0,0,0,0,0
Nunavut,Chained (2007) dollars,Primary metal manufacturing [331],0,0,0,0,0
Nunavut,Chained (2007) dollars,Fabricated metal product manufacturing [332],0,0,0,0,0
Nunavut,Chained (2007) dollars,Machinery manufacturing [333],0,0,0,0,0
Nunavut,Chained (2007) dollars,Computer and electronic product manufacturing [334],0,0,0,0,0
Nunavut,Chained (2007) dollars,"Electrical equipment, appliance and component manufacturing [335]",0,0,0,0,0
Nunavut,Chained (2007) dollars,Transportation equipment manufacturing [336],0,0,0,0,0
Nunavut,Chained (2007) dollars,Furniture and related product manufacturing [337],0,0,0,0,0
Nunavut,Chained (2007) dollars,Miscellaneous manufacturing [339],0,0,0,0,0
Nunavut,Chained (2007) dollars,Farm product wholesaler-distributors [411],0,0,0,0,0
Nunavut,Chained (2007) dollars,Petroleum product wholesaler-distributors [412],0,7,7.2,8.1,8.5
Nunavut,Chained (2007) dollars,"Food, beverage and tobacco wholesaler-distributors [413]",0,0,0,0,0
Nunavut,Chained (2007) dollars,Personal and household goods wholesaler-distributors [414],0,0,0,0,0
Nunavut,Chained (2007) dollars,Motor vehicle and parts wholesaler-distributors [415],0.7,0.6,0.4,0.2,0.2
Nunavut,Chained (2007) dollars,Building material and supplies wholesaler-distributors [416],1.8,1.9,0.7,1.9,1.8
Nunavut,Chained (2007) dollars,"Machinery, equipment and supplies wholesaler-distributors [417]",52.9,20.6,22.8,31.1,63.4
Nunavut,Chained (2007) dollars,Miscellaneous wholesaler-distributors [418],0.1,0.1,0.1,0.1,0.1
Nunavut,Chained (2007) dollars,"Wholesale electronic markets, and agents and brokers [419]",0,0,0,0,0
Nunavut,Chained (2007) dollars,Motor vehicle and parts dealers [441],1.3,1.4,1.4,1.8,2.1
Nunavut,Chained (2007) dollars,Furniture and home furnishings stores [442],0,0,0,0,0
Nunavut,Chained (2007) dollars,Electronics and appliance stores [443],0.2,0.2,0.2,0,0
Nunavut,Chained (2007) dollars,Building material and garden equipment and supplies dealers [444],0.7,0.7,0.8,0.8,0.8
Nunavut,Chained (2007) dollars,Food and beverage stores [445],54.7,57.2,59.1,63.5,67.1
Nunavut,Chained (2007) dollars,Health and personal care stores [446],1.3,1.3,1.3,1.2,1.4
Nunavut,Chained (2007) dollars,Gasoline stations [447],2.2,2.3,3,2.8,2.9
Nunavut,Chained (2007) dollars,Clothing and clothing accessories stores [448],0,0,0,0,0
Nunavut,Chained (2007) dollars,"Sporting goods, hobby, book and music stores [451]",0.1,0.2,0.3,0.2,0.2
Nunavut,Chained (2007) dollars,General merchandise stores [452],12.2,11.7,13.5,15.5,13.3
Nunavut,Chained (2007) dollars,Miscellaneous store retailers [453],0.9,1,0.9,1.1,1.1
Nunavut,Chained (2007) dollars,Non-store retailers [454],1.1,0.9,0.8,0.7,0.9
Nunavut,Chained (2007) dollars,Air transportation [481],21.2,23.3,25.3,26.1,27
Nunavut,Chained (2007) dollars,Rail transportation [482],0,0,0,0,0
Nunavut,Chained (2007) dollars,Water transportation [483],0.3,0.3,0.3,0.3,0.3
Nunavut,Chained (2007) dollars,Truck transportation [484],4.6,4.8,4.7,5,6.3
Nunavut,Chained (2007) dollars,"Transit, ground passenger and scenic and sightseeing transportation [48Z]  (31)",1.1,1.2,1.3,1.4,1.4
Nunavut,Chained (2007) dollars,Support activities for transportation [488],15.8,16.6,17.1,17.8,18.1
Nunavut,Chained (2007) dollars,Pipeline transportation [486],0,0,0,0,0
Nunavut,Chained (2007) dollars,"Postal service, couriers and messengers [49A]  (34)",1.5,1.4,1.3,1.2,1.2
Nunavut,Chained (2007) dollars,Warehousing and storage [493],0.3,0.2,0.2,0.2,0.2
Nunavut,Chained (2007) dollars,Publishing industries (except internet) [511],0.7,0.7,0.7,0.6,0.7
Nunavut,Chained (2007) dollars,Motion picture and sound recording industries [512],0.3,0.3,0.3,0.3,0.3
Nunavut,Chained (2007) dollars,Broadcasting (except internet) [515],4.8,4.4,4.1,4.9,4.4
Nunavut,Chained (2007) dollars,Telecommunications [517],40.9,41.1,41.4,41.6,42.2
Nunavut,Chained (2007) dollars,"Data processing, hosting, and related services [518]",0,0,0,0,0
Nunavut,Chained (2007) dollars,Other information services [519],0,0,0,0,0
Nunavut,Chained (2007) dollars,Depository credit intermediation and monetary authorities [52B]  (37),20.2,20.3,20.6,22.1,22.6
